threads_per_block,region_dim,num_iterations,time
64,0,0,47
64,0,1,30
64,0,2,39
64,0,3,32
64,0,4,30
64,0,5,30
64,0,6,39
64,0,7,49
64,0,8,38
64,0,9,34
64,0,10,30
64,0,11,48
64,0,12,49
64,0,13,37
64,0,14,49
64,0,15,50
64,0,16,41
64,0,17,34
64,0,18,43
64,0,19,50
64,0,20,39
64,0,21,49
64,0,22,38
64,0,23,33
64,0,24,31
64,0,25,40
64,0,26,34
64,0,27,43
64,0,28,49
64,0,29,39
64,0,30,33
64,0,31,30
64,0,32,40
64,0,33,34
64,0,34,43
64,0,35,49
64,0,36,50
64,0,37,39
64,0,38,33
64,0,39,31
64,0,40,39
64,0,41,50
64,0,42,39
64,0,43,33
64,0,44,30
64,0,45,39
64,0,46,33
64,0,47,30
64,0,48,40
64,0,49,34
64,0,50,43
64,0,51,49
64,0,52,40
64,0,53,49
64,0,54,38
64,0,55,33
64,0,56,30
64,0,57,40
64,0,58,34
64,0,59,42
64,0,60,49
64,0,61,49
64,0,62,49
64,0,63,38
64,0,64,34
64,0,65,30
64,0,66,39
64,0,67,33
64,0,68,30
64,0,69,41
64,0,70,34
64,0,71,30
64,0,72,40
64,0,73,50
64,0,74,40
64,0,75,34
64,0,76,45
64,0,77,38
64,0,78,50
64,0,79,50
64,0,80,49
64,0,81,39
64,0,82,33
64,0,83,30
64,0,84,39
64,0,85,34
64,0,86,44
64,0,87,50
64,0,88,51
64,0,89,39
64,0,90,34
64,0,91,30
64,0,92,40
64,0,93,34
64,0,94,44
64,0,95,50
64,0,96,50
64,0,97,40
64,0,98,35
64,0,99,44
64,0,100,36
64,0,101,60
64,0,102,50
64,0,103,39
64,0,104,34
64,0,105,30
64,0,106,40
64,0,107,50
64,0,108,39
64,0,109,33
64,0,110,30
64,0,111,40
64,0,112,35
64,0,113,43
64,0,114,50
64,0,115,50
64,0,116,39
64,0,117,33
64,0,118,31
64,0,119,40
64,0,120,34
64,0,121,50
64,0,122,39
64,0,123,33
64,0,124,31
64,0,125,40
64,0,126,34
64,0,127,43
64,0,128,50
64,0,129,39
64,0,130,33
64,0,131,31
64,0,132,59
64,0,133,49
64,0,134,40
64,0,135,50
64,0,136,39
64,0,137,33
64,0,138,30
64,0,139,42
64,0,140,34
64,0,141,44
64,0,142,37
64,0,143,45
64,0,144,49
64,0,145,39
64,0,146,33
64,0,147,30
64,0,148,41
64,0,149,33
64,0,150,31
64,0,151,40
64,0,152,50
64,0,153,50
64,0,154,40
64,0,155,34
64,0,156,43
64,0,157,50
64,0,158,50
64,0,159,39
64,0,160,33
64,0,161,30
64,0,162,39
64,0,163,50
64,0,164,39
64,0,165,34
64,0,166,30
64,0,167,30
64,0,168,41
64,0,169,34
64,0,170,43
64,0,171,35
64,0,172,44
64,0,173,50
64,0,174,50
64,0,175,40
64,0,176,34
64,0,177,43
64,0,178,50
64,0,179,39
64,0,180,33
64,0,181,31
64,0,182,40
64,0,183,51
64,0,184,50
64,0,185,41
64,0,186,34
64,0,187,43
64,0,188,50
64,0,189,40
64,0,190,33
64,0,191,31
64,0,192,42
64,0,193,51
64,0,194,40
64,0,195,33
64,0,196,31
64,0,197,40
64,0,198,50
64,0,199,40
64,0,200,33
64,0,201,30
64,0,202,38
64,0,203,33
64,0,204,30
64,0,205,41
64,0,206,35
64,0,207,44
64,0,208,36
64,0,209,45
64,0,210,50
64,0,211,39
64,0,212,33
64,0,213,31
64,0,214,41
64,0,215,34
64,0,216,43
64,0,217,50
64,0,218,40
64,0,219,33
64,0,220,30
64,0,221,39
64,0,222,50
64,0,223,39
64,0,224,33
64,0,225,31
64,0,226,41
64,0,227,33
64,0,228,43
64,0,229,50
64,0,230,40
64,0,231,34
64,0,232,43
64,0,233,50
64,0,234,40
64,0,235,50
64,0,236,40
64,0,237,33
