threads_per_block,region_dim,num_iterations,time
16,5,0,42
16,5,1,15
16,5,2,14
16,5,3,19
16,5,4,20
16,5,5,20
16,5,6,16
16,5,7,19
16,5,8,20
16,5,9,20
16,5,10,20
16,5,11,19
16,5,12,20
16,5,13,19
16,5,14,20
16,5,15,20
16,5,16,17
16,5,17,20
16,5,18,19
16,5,19,19
16,5,20,20
16,5,21,20
16,5,22,20
16,5,23,17
16,5,24,19
16,5,25,19
16,5,26,16
16,5,27,14
16,5,28,19
16,5,29,16
16,5,30,15
16,5,31,19
16,5,32,19
16,5,33,19
16,5,34,19
16,5,35,19
16,5,36,19
16,5,37,19
16,5,38,19
16,5,39,17
16,5,40,19
16,5,41,18
16,5,42,19
16,5,43,19
16,5,44,19
16,5,45,18
16,5,46,18
16,5,47,18
16,5,48,19
16,5,49,19
16,5,50,19
16,5,51,19
16,5,52,19
16,5,53,15
16,5,54,19
16,5,55,19
16,5,56,18
16,5,57,18
16,5,58,18
16,5,59,16
16,5,60,15
16,5,61,19
16,5,62,19
16,5,63,19
16,5,64,18
16,5,65,18
16,5,66,18
16,5,67,19
16,5,68,18
16,5,69,15
16,5,70,18
16,5,71,19
16,5,72,18
16,5,73,19
16,5,74,18
16,5,75,18
16,5,76,18
16,5,77,18
16,5,78,18
16,5,79,18
16,5,80,19
16,5,81,19
16,5,82,18
16,5,83,18
16,5,84,18
16,5,85,18
16,5,86,19
16,5,87,15
16,5,88,13
16,5,89,18
16,5,90,18
16,5,91,18
16,5,92,17
16,5,93,17
16,5,94,17
16,5,95,18
16,5,96,17
16,5,97,17
16,5,98,17
16,5,99,18
16,5,100,17
16,5,101,18
16,5,102,18
16,5,103,18
16,5,104,18
16,5,105,15
16,5,106,18
16,5,107,18
16,5,108,18
16,5,109,18
16,5,110,18
16,5,111,19
16,5,112,18
16,5,113,18
16,5,114,18
16,5,115,18
16,5,116,18
16,5,117,19
16,5,118,18
16,5,119,17
16,5,120,17
16,5,121,18
16,5,122,18
16,5,123,18
16,5,124,18
16,5,125,15
16,5,126,13
16,5,127,17
16,5,128,15
16,5,129,13
16,5,130,17
16,5,131,18
16,5,132,17
16,5,133,17
16,5,134,17
16,5,135,15
16,5,136,14
16,5,137,18
16,5,138,16
16,5,139,17
16,5,140,15
16,5,141,14
16,5,142,17
16,5,143,18
16,5,144,18
16,5,145,18
16,5,146,18
16,5,147,18
16,5,148,18
16,5,149,15
16,5,150,17
16,5,151,18
16,5,152,17
16,5,153,18
16,5,154,17
16,5,155,17
16,5,156,17
16,5,157,18
16,5,158,18
16,5,159,15
16,5,160,14
16,5,161,17
16,5,162,17
16,5,163,17
16,5,164,17
16,5,165,17
16,5,166,17
16,5,167,17
16,5,168,16
16,5,169,17
16,5,170,17
16,5,171,17
16,5,172,17
16,5,173,18
16,5,174,17
16,5,175,17
16,5,176,18
16,5,177,18
16,5,178,15
16,5,179,14
16,5,180,18
16,5,181,15
16,5,182,13
16,5,183,17
16,5,184,17
16,5,185,18
16,5,186,17
16,5,187,17
16,5,188,17
16,5,189,17
16,5,190,17
16,5,191,17
16,5,192,17
16,5,193,17
16,5,194,18
16,5,195,18
16,5,196,18
16,5,197,17
16,5,198,18
16,5,199,18
16,5,200,18
16,5,201,15
16,5,202,13
16,5,203,17
16,5,204,17
16,5,205,17
16,5,206,17
16,5,207,17
16,5,208,16
16,5,209,17
16,5,210,17
16,5,211,18
16,5,212,17
16,5,213,17
16,5,214,17
16,5,215,18
16,5,216,18
16,5,217,18
16,5,218,15
16,5,219,14
16,5,220,18
16,5,221,17
16,5,222,18
16,5,223,18
16,5,224,18
16,5,225,18
16,5,226,18
