threads_per_block,region_dim,num_iterations,time
16,50,0,45
16,50,1,15
16,50,2,20
16,50,3,19
16,50,4,17
16,50,5,20
16,50,6,19
16,50,7,20
16,50,8,20
16,50,9,20
16,50,10,20
16,50,11,20
16,50,12,20
16,50,13,20
16,50,14,16
16,50,15,16
16,50,16,20
16,50,17,17
16,50,18,16
16,50,19,13
16,50,20,20
16,50,21,19
16,50,22,19
16,50,23,19
16,50,24,20
16,50,25,19
16,50,26,19
16,50,27,19
16,50,28,19
16,50,29,20
16,50,30,19
16,50,31,19
16,50,32,20
16,50,33,17
16,50,34,20
16,50,35,19
16,50,36,19
16,50,37,19
16,50,38,19
16,50,39,19
16,50,40,19
16,50,41,20
16,50,42,18
16,50,43,17
16,50,44,19
16,50,45,19
16,50,46,19
16,50,47,19
16,50,48,19
16,50,49,19
16,50,50,20
16,50,51,17
16,50,52,19
16,50,53,20
16,50,54,20
16,50,55,17
16,50,56,20
16,50,57,19
16,50,58,20
16,50,59,19
16,50,60,20
16,50,61,20
16,50,62,19
16,50,63,20
16,50,64,20
16,50,65,19
16,50,66,19
16,50,67,20
16,50,68,20
16,50,69,20
16,50,70,20
16,50,71,19
16,50,72,19
16,50,73,20
16,50,74,19
16,50,75,20
16,50,76,19
16,50,77,20
16,50,78,20
16,50,79,20
16,50,80,20
16,50,81,19
16,50,82,19
16,50,83,19
16,50,84,20
16,50,85,17
16,50,86,20
16,50,87,19
16,50,88,20
16,50,89,21
16,50,90,20
16,50,91,21
16,50,92,20
16,50,93,21
16,50,94,20
16,50,95,19
16,50,96,20
16,50,97,20
16,50,98,20
16,50,99,20
16,50,100,19
16,50,101,20
16,50,102,20
16,50,103,20
16,50,104,21
16,50,105,19
16,50,106,20
16,50,107,21
16,50,108,20
16,50,109,19
16,50,110,20
16,50,111,19
16,50,112,20
16,50,113,17
16,50,114,17
16,50,115,15
16,50,116,20
16,50,117,20
16,50,118,20
16,50,119,17
16,50,120,19
16,50,121,20
16,50,122,20
16,50,123,20
16,50,124,20
16,50,125,19
16,50,126,20
16,50,127,18
16,50,128,15
16,50,129,13
16,50,130,13
16,50,131,19
16,50,132,20
16,50,133,19
16,50,134,20
16,50,135,19
16,50,136,19
16,50,137,19
16,50,138,20
16,50,139,19
16,50,140,20
16,50,141,20
16,50,142,21
16,50,143,19
16,50,144,19
16,50,145,20
16,50,146,20
16,50,147,20
16,50,148,19
16,50,149,20
16,50,150,20
16,50,151,20
16,50,152,19
16,50,153,20
16,50,154,19
16,50,155,19
16,50,156,20
16,50,157,20
16,50,158,19
16,50,159,20
16,50,160,20
16,50,161,20
16,50,162,20
16,50,163,20
16,50,164,19
16,50,165,20
16,50,166,19
16,50,167,20
16,50,168,20
16,50,169,16
16,50,170,15
16,50,171,20
16,50,172,19
16,50,173,19
16,50,174,20
16,50,175,21
16,50,176,20
16,50,177,20
16,50,178,19
16,50,179,19
16,50,180,20
16,50,181,19
16,50,182,20
16,50,183,20
16,50,184,20
16,50,185,20
16,50,186,20
16,50,187,20
16,50,188,20
16,50,189,20
16,50,190,20
16,50,191,19
16,50,192,20
16,50,193,20
16,50,194,20
16,50,195,19
16,50,196,20
16,50,197,19
16,50,198,20
16,50,199,20
16,50,200,19
16,50,201,19
16,50,202,19
16,50,203,20
16,50,204,19
16,50,205,19
16,50,206,20
16,50,207,20
16,50,208,17
16,50,209,14
16,50,210,13
16,50,211,13
16,50,212,20
16,50,213,20
16,50,214,19
16,50,215,20
16,50,216,19
16,50,217,16
16,50,218,19
16,50,219,19
16,50,220,20
16,50,221,20
16,50,222,20
16,50,223,19
16,50,224,19
16,50,225,19
16,50,226,20
16,50,227,19
16,50,228,19
16,50,229,20
16,50,230,18
16,50,231,20
16,50,232,20
16,50,233,19
16,50,234,19
16,50,235,20
16,50,236,20
16,50,237,20
16,50,238,20
16,50,239,19
16,50,240,19
16,50,241,19
16,50,242,16
16,50,243,14
16,50,244,19
16,50,245,19
16,50,246,18
16,50,247,19
16,50,248,19
16,50,249,19
16,50,250,19
16,50,251,20
16,50,252,20
16,50,253,20
16,50,254,19
16,50,255,19
16,50,256,19
16,50,257,19
16,50,258,20
16,50,259,20
16,50,260,18
16,50,261,19
16,50,262,20
16,50,263,20
16,50,264,19
16,50,265,19
16,50,266,19
16,50,267,19
16,50,268,19
16,50,269,19
16,50,270,19
16,50,271,20
16,50,272,20
16,50,273,20
16,50,274,19
16,50,275,19
16,50,276,20
16,50,277,20
16,50,278,20
16,50,279,19
16,50,280,19
16,50,281,20
16,50,282,20
16,50,283,19
16,50,284,21
16,50,285,20
16,50,286,19
16,50,287,19
16,50,288,20
16,50,289,17
16,50,290,21
16,50,291,20
16,50,292,20
16,50,293,17
16,50,294,14
16,50,295,20
16,50,296,20
16,50,297,20
16,50,298,19
16,50,299,20
16,50,300,20
16,50,301,19
16,50,302,20
16,50,303,21
16,50,304,20
16,50,305,20
16,50,306,20
16,50,307,20
16,50,308,21
16,50,309,21
16,50,310,21
16,50,311,21
16,50,312,21
16,50,313,21
16,50,314,19
16,50,315,20
16,50,316,19
16,50,317,20
16,50,318,19
16,50,319,20
16,50,320,20
16,50,321,19
16,50,322,19
16,50,323,20
16,50,324,19
16,50,325,19
16,50,326,19
16,50,327,19
16,50,328,19
16,50,329,19
16,50,330,20
16,50,331,19
16,50,332,20
16,50,333,20
16,50,334,19
16,50,335,20
16,50,336,19
16,50,337,19
16,50,338,20
16,50,339,19
16,50,340,19
16,50,341,20
16,50,342,19
16,50,343,19
16,50,344,19
16,50,345,20
16,50,346,20
16,50,347,19
16,50,348,16
16,50,349,16
16,50,350,20
16,50,351,19
16,50,352,19
16,50,353,20
16,50,354,20
16,50,355,20
16,50,356,17
16,50,357,15
16,50,358,14
16,50,359,19
16,50,360,19
16,50,361,19
16,50,362,19
16,50,363,19
16,50,364,20
16,50,365,19
16,50,366,20
16,50,367,20
16,50,368,20
16,50,369,19
16,50,370,17
16,50,371,15
16,50,372,15
16,50,373,19
16,50,374,20
16,50,375,20
16,50,376,20
16,50,377,20
16,50,378,20
16,50,379,20
16,50,380,18
16,50,381,16
16,50,382,15
16,50,383,14
16,50,384,13
16,50,385,19
16,50,386,19
16,50,387,20
16,50,388,20
16,50,389,19
16,50,390,20
16,50,391,20
16,50,392,20
16,50,393,20
16,50,394,20
16,50,395,20
16,50,396,20
16,50,397,20
16,50,398,20
16,50,399,18
16,50,400,20
16,50,401,20
16,50,402,20
16,50,403,21
16,50,404,21
16,50,405,20
16,50,406,19
16,50,407,20
16,50,408,20
16,50,409,20
16,50,410,21
16,50,411,20
16,50,412,20
16,50,413,20
16,50,414,21
16,50,415,20
16,50,416,20
16,50,417,20
16,50,418,20
16,50,419,19
16,50,420,20
16,50,421,20
16,50,422,19
16,50,423,18
16,50,424,19
16,50,425,18
16,50,426,18
16,50,427,19
16,50,428,18
16,50,429,18
16,50,430,18
16,50,431,20
16,50,432,19
16,50,433,19
16,50,434,17
16,50,435,20
16,50,436,20
16,50,437,19
16,50,438,20
16,50,439,20
16,50,440,19
16,50,441,16
16,50,442,19
16,50,443,17
16,50,444,19
16,50,445,20
16,50,446,20
16,50,447,19
16,50,448,20
16,50,449,18
16,50,450,18
16,50,451,18
16,50,452,19
16,50,453,18
16,50,454,18
16,50,455,18
16,50,456,19
16,50,457,18
16,50,458,18
16,50,459,18
16,50,460,19
16,50,461,19
16,50,462,18
16,50,463,19
16,50,464,19
16,50,465,19
16,50,466,18
16,50,467,18
16,50,468,19
16,50,469,19
16,50,470,19
16,50,471,19
16,50,472,18
16,50,473,18
16,50,474,18
16,50,475,19
16,50,476,18
16,50,477,18
16,50,478,16
16,50,479,15
16,50,480,13
16,50,481,18
16,50,482,16
16,50,483,14
16,50,484,13
16,50,485,19
