threads_per_block,region_dim,num_iterations,time
64,0,0,20
64,0,1,3
64,0,2,4
64,0,3,7
64,0,4,6
64,0,5,6
64,0,6,6
64,0,7,6
64,0,8,6
64,0,9,6
64,0,10,6
64,0,11,6
64,0,12,6
64,0,13,6
64,0,14,6
64,0,15,5
64,0,16,6
64,0,17,6
64,0,18,6
64,0,19,6
64,0,20,5
64,0,21,6
64,0,22,6
64,0,23,6
64,0,24,5
64,0,25,5
64,0,26,5
64,0,27,5
64,0,28,6
64,0,29,6
64,0,30,5
64,0,31,6
64,0,32,5
64,0,33,6
64,0,34,6
64,0,35,6
64,0,36,6
64,0,37,6
64,0,38,6
64,0,39,6
64,0,40,6
64,0,41,6
64,0,42,6
64,0,43,5
64,0,44,6
64,0,45,6
64,0,46,6
64,0,47,5
64,0,48,6
64,0,49,6
64,0,50,5
64,0,51,6
64,0,52,5
64,0,53,6
64,0,54,5
64,0,55,5
64,0,56,5
64,0,57,6
64,0,58,6
64,0,59,6
64,0,60,6
64,0,61,5
64,0,62,5
64,0,63,5
64,0,64,5
64,0,65,5
64,0,66,5
64,0,67,5
64,0,68,5
64,0,69,4
64,0,70,5
64,0,71,4
64,0,72,5
64,0,73,5
64,0,74,4
64,0,75,5
64,0,76,5
64,0,77,5
64,0,78,5
64,0,79,4
64,0,80,5
64,0,81,4
64,0,82,5
64,0,83,5
64,0,84,4
64,0,85,5
64,0,86,5
64,0,87,5
64,0,88,5
64,0,89,4
64,0,90,5
64,0,91,4
64,0,92,4
64,0,93,4
64,0,94,5
64,0,95,4
64,0,96,4
64,0,97,4
64,0,98,5
64,0,99,5
64,0,100,5
64,0,101,5
64,0,102,5
64,0,103,5
64,0,104,4
64,0,105,5
64,0,106,5
64,0,107,4
64,0,108,5
64,0,109,5
64,0,110,5
64,0,111,5
64,0,112,5
64,0,113,5
64,0,114,5
64,0,115,5
64,0,116,5
64,0,117,5
64,0,118,5
64,0,119,5
64,0,120,5
64,0,121,5
64,0,122,5
64,0,123,5
64,0,124,5
64,0,125,5
64,0,126,5
64,0,127,5
64,0,128,5
64,0,129,5
64,0,130,5
64,0,131,5
64,0,132,5
64,0,133,4
64,0,134,5
64,0,135,5
64,0,136,5
64,0,137,5
64,0,138,5
64,0,139,5
64,0,140,5
64,0,141,5
64,0,142,5
64,0,143,5
64,0,144,5
64,0,145,5
64,0,146,5
64,0,147,5
64,0,148,5
64,0,149,5
64,0,150,5
64,0,151,5
64,0,152,5
64,0,153,5
64,0,154,6
64,0,155,6
64,0,156,6
64,0,157,5
64,0,158,5
64,0,159,5
64,0,160,5
64,0,161,5
64,0,162,5
64,0,163,5
64,0,164,5
64,0,165,5
64,0,166,6
64,0,167,5
64,0,168,5
64,0,169,5
64,0,170,5
64,0,171,5
64,0,172,5
64,0,173,5
64,0,174,4
64,0,175,5
64,0,176,5
64,0,177,5
64,0,178,5
64,0,179,4
64,0,180,5
64,0,181,5
64,0,182,4
64,0,183,4
64,0,184,4
64,0,185,4
64,0,186,4
64,0,187,4
64,0,188,4
64,0,189,4
64,0,190,4
64,0,191,4
64,0,192,4
64,0,193,4
64,0,194,4
64,0,195,4
64,0,196,4
64,0,197,5
64,0,198,5
64,0,199,5
64,0,200,5
64,0,201,5
64,0,202,4
64,0,203,4
64,0,204,4
64,0,205,4
64,0,206,4
64,0,207,4
64,0,208,4
64,0,209,4
64,0,210,5
64,0,211,5
64,0,212,5
64,0,213,5
64,0,214,4
64,0,215,4
64,0,216,5
64,0,217,4
64,0,218,5
64,0,219,4
64,0,220,5
64,0,221,5
64,0,222,5
64,0,223,5
64,0,224,5
64,0,225,5
64,0,226,5
64,0,227,6
64,0,228,6
64,0,229,6
64,0,230,6
64,0,231,6
64,0,232,5
64,0,233,5
64,0,234,5
64,0,235,5
64,0,236,5
64,0,237,6
64,0,238,5
64,0,239,5
64,0,240,4
64,0,241,5
64,0,242,4
64,0,243,5
64,0,244,5
64,0,245,4
64,0,246,5
64,0,247,5
64,0,248,5
64,0,249,5
64,0,250,5
64,0,251,5
64,0,252,5
64,0,253,4
64,0,254,5
64,0,255,5
64,0,256,5
64,0,257,5
64,0,258,5
64,0,259,5
64,0,260,5
64,0,261,5
64,0,262,5
64,0,263,4
64,0,264,5
64,0,265,5
64,0,266,5
64,0,267,5
64,0,268,4
64,0,269,5
64,0,270,4
64,0,271,5
64,0,272,4
64,0,273,5
64,0,274,5
64,0,275,5
64,0,276,4
64,0,277,4
64,0,278,4
64,0,279,4
64,0,280,4
64,0,281,4
64,0,282,4
64,0,283,5
64,0,284,5
64,0,285,5
64,0,286,4
64,0,287,5
64,0,288,4
64,0,289,4
64,0,290,5
64,0,291,5
64,0,292,5
64,0,293,5
64,0,294,5
64,0,295,5
64,0,296,5
64,0,297,5
64,0,298,5
64,0,299,5
64,0,300,5
64,0,301,5
64,0,302,5
64,0,303,5
64,0,304,5
64,0,305,5
64,0,306,5
64,0,307,5
64,0,308,5
64,0,309,5
64,0,310,4
64,0,311,5
64,0,312,5
64,0,313,5
64,0,314,5
64,0,315,5
64,0,316,5
64,0,317,5
64,0,318,5
64,0,319,5
64,0,320,5
64,0,321,6
64,0,322,6
64,0,323,6
64,0,324,5
64,0,325,6
64,0,326,6
64,0,327,6
64,0,328,6
64,0,329,6
64,0,330,6
64,0,331,5
64,0,332,6
64,0,333,5
64,0,334,6
64,0,335,6
64,0,336,7
64,0,337,6
64,0,338,6
64,0,339,6
64,0,340,5
64,0,341,6
64,0,342,5
64,0,343,5
64,0,344,5
64,0,345,6
64,0,346,6
64,0,347,6
64,0,348,6
64,0,349,5
64,0,350,5
64,0,351,5
64,0,352,5
64,0,353,5
64,0,354,5
64,0,355,5
64,0,356,5
64,0,357,5
64,0,358,5
64,0,359,5
64,0,360,5
64,0,361,5
64,0,362,5
64,0,363,5
64,0,364,6
64,0,365,6
64,0,366,5
64,0,367,6
64,0,368,6
64,0,369,6
64,0,370,5
64,0,371,5
64,0,372,6
64,0,373,5
64,0,374,5
64,0,375,5
64,0,376,5
64,0,377,5
64,0,378,6
64,0,379,5
64,0,380,5
64,0,381,5
64,0,382,6
64,0,383,5
64,0,384,6
64,0,385,5
64,0,386,5
64,0,387,5
64,0,388,5
64,0,389,5
64,0,390,5
64,0,391,6
64,0,392,6
64,0,393,5
64,0,394,5
64,0,395,5
64,0,396,6
64,0,397,6
64,0,398,6
64,0,399,7
64,0,400,6
64,0,401,5
64,0,402,5
64,0,403,5
64,0,404,5
64,0,405,5
64,0,406,6
64,0,407,6
64,0,408,5
64,0,409,5
64,0,410,5
64,0,411,4
64,0,412,5
64,0,413,4
64,0,414,5
64,0,415,5
64,0,416,5
64,0,417,5
64,0,418,4
64,0,419,5
64,0,420,4
64,0,421,5
64,0,422,5
64,0,423,4
64,0,424,5
64,0,425,4
64,0,426,5
64,0,427,5
64,0,428,4
64,0,429,5
64,0,430,4
64,0,431,5
64,0,432,5
64,0,433,5
64,0,434,5
64,0,435,5
64,0,436,4
64,0,437,5
64,0,438,5
64,0,439,5
64,0,440,5
64,0,441,5
64,0,442,5
64,0,443,5
64,0,444,5
64,0,445,5
64,0,446,5
64,0,447,4
64,0,448,5
64,0,449,5
64,0,450,4
64,0,451,5
64,0,452,4
64,0,453,5
64,0,454,5
64,0,455,5
64,0,456,4
64,0,457,5
64,0,458,4
64,0,459,4
64,0,460,5
64,0,461,4
64,0,462,5
64,0,463,5
64,0,464,5
64,0,465,4
64,0,466,5
64,0,467,4
64,0,468,5
64,0,469,5
64,0,470,5
64,0,471,5
64,0,472,4
64,0,473,4
